time,PV Meter,Temperature,Cloud Cover Total,Wind Speed
2022-07-12 02:00:00,254069.56,14.39137,0.0,5.815978
2022-07-12 03:00:00,254069.56,13.871369,0.0,5.692099
2022-07-12 04:00:00,254070.04,13.31137,0.0,6.193674
2022-07-12 05:00:00,254071.6,12.84137,0.0,6.489992
2022-07-12 06:00:00,254082.16,12.941369,0.0,6.9153743
2022-07-12 07:00:00,254120.04,14.611369,0.0,5.904439
2022-07-12 08:00:00,254161.04,16.78137,0.0,7.7879906
2022-07-12 09:00:00,254188.4,18.81137,10.0,10.97262
2022-07-12 10:00:00,254266.56,20.38137,0.0,13.53236
2022-07-12 11:00:00,254332.44,21.53137,0.0,14.693999
2022-07-12 12:00:00,254412.52,22.43137,0.0,16.299694
2022-07-12 13:00:00,254467.88,23.19137,0.0,19.08
2022-07-12 14:00:00,254518.84,22.87137,10.0,12.768586
2022-07-12 15:00:00,254551.68,24.05137,10.0,16.92383
2022-07-12 16:00:00,254584.4,23.95137,100.0,21.261345
2022-07-12 17:00:00,254606.0,23.67137,100.0,20.12461
2022-07-12 18:00:00,254611.04,23.151371,100.0,17.917007
2022-07-12 19:00:00,254612.24,22.30137,100.0,15.256526
2022-07-12 20:00:00,254612.24,21.30137,100.0,13.854155
2022-07-12 21:00:00,254612.24,19.85137,0.0,13.708391
2022-07-12 22:00:00,254612.24,18.28137,0.0,13.1041975
2022-07-12 23:00:00,254612.24,17.38137,0.0,9.983106
2022-07-13 00:00:00,254612.24,16.48137,0.0,7.386582
2022-07-13 01:00:00,254612.24,15.741369,0.0,6.696387
2022-07-13 02:00:00,254612.24,15.231369,0.0,6.792466
2022-07-13 03:00:00,254612.28,14.941369,0.0,7.145796
2022-07-13 04:00:00,254613.12,14.67137,4.2000003,7.127636
2022-07-13 05:00:00,254624.36,14.501369,0.0,7.8954163
2022-07-13 06:00:00,254647.2,14.38137,0.0,7.928177
2022-07-13 07:00:00,254702.36,15.88137,0.0,7.10031
2022-07-13 08:00:00,254778.52,18.31137,0.0,8.707237
2022-07-13 09:00:00,254867.32,20.901371,0.0,8.707237
2022-07-13 10:00:00,254963.72,23.52137,0.0,10.948973
2022-07-13 11:00:00,255062.6,25.46137,0.0,14.904173
2022-07-13 12:00:00,255159.32,26.67137,0.0,15.580141
2022-07-13 13:00:00,255248.8,27.61137,0.0,16.039202
2022-07-13 14:00:00,255327.76,28.22137,0.0,10.495713
2022-07-13 15:00:00,255390.04,28.95137,0.0,11.592895
2022-07-13 16:00:00,255431.48,29.241371,0.0,11.770403
2022-07-13 17:00:00,255451.08,29.321371,0.0,10.966713
2022-07-13 18:00:00,255454.92,29.03137,0.0,9.47012
2022-07-13 19:00:00,255455.84,28.151371,0.0,7.342588
2022-07-13 20:00:00,255455.84,27.00137,0.0,5.95906
2022-07-13 21:00:00,255455.84,25.92137,0.0,5.8603754
2022-07-13 22:00:00,255455.84,24.95137,0.0,5.6920996
2022-07-13 23:00:00,255455.84,23.76137,0.0,6.618519
2022-07-14 00:00:00,255455.84,22.47137,0.0,6.8777895
2022-07-14 01:00:00,255455.84,21.11137,0.0,7.42159
2022-07-14 02:00:00,255455.84,20.62137,0.0,7.8954163
2022-07-14 03:00:00,255455.88,20.63137,0.0,7.7043357
2022-07-14 04:00:00,255457.8,20.36137,4.0,7.289445
2022-07-14 05:00:00,255471.44,20.01137,0.0,7.0911775
2022-07-14 06:00:00,255496.6,20.12137,2.0,6.439876
2022-07-14 07:00:00,255533.76,20.161371,7.0,4.3349743
2022-07-14 08:00:00,255591.64,21.80137,0.3,3.5455887
2022-07-14 09:00:00,255651.08,25.39137,0.0,7.5170207
2022-07-14 10:00:00,255721.8,27.77137,0.0,7.7043357
2022-07-14 11:00:00,255794.92,29.411371,0.0,8.891344
2022-07-14 12:00:00,255854.84,29.53137,100.0,10.163227
2022-07-14 13:00:00,255911.56,31.02137,100.0,10.931203
2022-07-14 14:00:00,255992.04,30.991371,100.0,7.2
2022-07-14 15:00:00,256046.2,31.46137,100.0,5.8603754
2022-07-14 16:00:00,256085.0,31.94137,2.0,6.638072
2022-07-14 17:00:00,256104.28,31.88137,10.0,7.9526596
2022-07-14 18:00:00,256109.56,31.72137,4.5,9.36
2022-07-14 19:00:00,256110.32,31.081371,3.9,9.028754
2022-07-14 20:00:00,256110.32,29.86137,36.0,7.968939
2022-07-14 21:00:00,256110.32,27.92137,0.0,6.9527545
2022-07-14 22:00:00,256110.32,26.63137,2.7,4.6102495
2022-07-14 23:00:00,256110.32,26.20137,7.5000005,6.849467
2022-07-15 00:00:00,256110.32,25.01137,10.5,7.289444
2022-07-15 01:00:00,256110.32,24.25137,0.0,7.729527
2022-07-15 02:00:00,256110.32,24.331371,0.0,7.928177
2022-07-15 03:00:00,256110.32,24.18137,0.0,8.404285
2022-07-15 04:00:00,256110.52,22.79137,0.0,6.4096174
2022-07-15 05:00:00,256117.4,21.45137,0.0,3.2399998
2022-07-15 06:00:00,256129.56,19.05137,0.0,9.885262
2022-07-15 07:00:00,256151.52,19.23137,0.6,3.219938
2022-07-15 08:00:00,256175.28,20.60137,0.90000004,7.10031
2022-07-15 09:00:00,256213.56,22.02137,10.200001,9.0645685
2022-07-15 10:00:00,256242.16,23.76137,35.0,5.506941
2022-07-15 11:00:00,256291.08,26.23137,10.0,9.531505
2022-07-15 12:00:00,256333.32,27.04137,10.0,14.618837
2022-07-15 13:00:00,256361.52,27.61137,0.0,14.154915
2022-07-15 14:00:00,256378.48,25.26137,70.0,1.1384199
2022-07-15 15:00:00,256384.0,25.23137,89.0,4.3349743
2022-07-15 16:00:00,256387.76,24.831371,48.0,5.815978
2022-07-15 17:00:00,256390.4,25.54137,0.0,5.7599998
2022-07-15 18:00:00,256391.08,25.54137,19.0,5.4477882
2022-07-15 19:00:00,256391.16,25.26137,30.0,6.519877
2022-07-15 20:00:00,256391.16,24.80137,100.0,6.379216
2022-07-15 21:00:00,256391.16,24.13137,98.0,5.771239
2022-07-15 22:00:00,256391.16,23.241371,91.0,4.8965297
2022-07-15 23:00:00,256391.16,22.34137,3.0,5.95906
2022-07-16 00:00:00,256391.16,21.62137,100.0,9.931042
2022-07-16 01:00:00,256391.2,21.241371,100.0,7.9932976
2022-07-16 02:00:00,256391.2,20.63137,11.0,1.609969
2022-07-16 03:00:00,256391.2,20.03137,100.0,3.2399998
2022-07-16 04:00:00,256391.88,19.581371,100.0,6.130579
2022-07-16 05:00:00,256397.76,19.38137,100.0,4.32
2022-07-16 06:00:00,256424.8,18.88137,0.0,3.9763298
2022-07-16 07:00:00,256477.56,19.42137,0.0,2.52
2022-07-16 08:00:00,256539.84,20.93137,0.0,4.32
2022-07-16 09:00:00,256603.04,22.12137,0.0,5.4119864
2022-07-16 10:00:00,256673.96,23.26137,0.0,5.506941
2022-07-16 11:00:00,256764.6,24.321371,0.0,3.5455887
2022-07-16 12:00:00,256860.4,25.46137,0.0,2.5959969
2022-07-16 13:00:00,256947.84,26.36137,10.0,1.835647
2022-07-16 14:00:00,257024.6,25.94137,0.0,3.319036
2022-07-16 15:00:00,257082.48,26.36137,10.0,3.319036
2022-07-16 16:00:00,257121.24,26.68137,10.0,4.896529
2022-07-16 17:00:00,257134.4,27.04137,10.0,5.3517847
2022-07-16 18:00:00,257140.96,27.151371,11.700001,13.281023
2022-07-16 19:00:00,257141.72,25.73137,30.000002,16.179985
2022-07-16 20:00:00,257141.72,24.45137,6.6000004,16.418526
2022-07-16 21:00:00,257141.72,22.35137,0.0,15.463244
2022-07-16 22:00:00,257141.72,20.87137,0.0,15.893093
2022-07-16 23:00:00,257141.72,19.50137,0.0,13.358861
2022-07-17 00:00:00,257141.72,18.491371,0.0,11.27553
2022-07-17 01:00:00,257141.72,17.87137,0.0,9.6932955
2022-07-17 02:00:00,257141.72,17.30137,0.0,7.5942073
2022-07-17 03:00:00,257141.72,16.651371,0.0,6.28713
2022-07-17 04:00:00,257142.6,15.88137,0.0,5.937272
2022-07-17 05:00:00,257155.64,15.06137,0.0,3.9763298
2022-07-17 06:00:00,257183.88,14.55137,0.0,1.484318
2022-07-17 07:00:00,257238.32,15.441369,0.0,1.0182338
2022-07-17 08:00:00,257312.4,17.42137,0.0,4.32
2022-07-17 09:00:00,257400.64,18.92137,0.0,5.315336
2022-07-17 10:00:00,257497.2,19.95137,0.0,6.0347
2022-07-17 11:00:00,257596.2,20.86137,0.0,5.8048253
2022-07-17 12:00:00,257687.08,21.76137,0.0,6.130579
2022-07-17 13:00:00,257776.96,22.70137,0.0,5.3999996
2022-07-17 14:00:00,257855.44,23.37137,4.5,8.049845
2022-07-17 15:00:00,257915.28,23.96137,6.6000004,6.87779
2022-07-17 16:00:00,257956.32,24.44137,6.3,6.924738
2022-07-17 17:00:00,257974.88,24.69137,0.0,5.5887027
2022-07-17 18:00:00,257979.56,24.67137,0.0,4.3349743
2022-07-17 19:00:00,257980.36,24.45137,0.0,4.829907
2022-07-17 20:00:00,257980.36,23.92137,14.0,3.319036
2022-07-17 21:00:00,257980.36,23.09137,33.0,2.16
2022-07-17 22:00:00,257980.36,22.92137,100.0,2.52
2022-07-17 23:00:00,257980.36,21.95137,100.0,4.896529
2022-07-18 00:00:00,257980.36,20.92137,100.0,5.4477882
2022-07-18 01:00:00,257980.36,20.45137,100.0,4.5536795
2022-07-18 02:00:00,257980.4,19.331371,0.3,4.0249224
2022-07-18 03:00:00,257980.4,18.31137,0.0,4.39436
2022-07-18 04:00:00,257981.16,17.78137,0.0,3.9763298
2022-07-18 05:00:00,257989.84,17.991371,100.0,5.3999996
2022-07-18 06:00:00,258017.8,18.27137,4.0,4.452954
2022-07-18 07:00:00,258068.64,18.491371,23.0,3.2399998
2022-07-18 08:00:00,258139.52,20.80137,66.0,2.9024127
2022-07-18 09:00:00,258225.56,22.55137,16.0,6.87779
2022-07-18 10:00:00,258319.96,23.60137,3.0,6.489992
2022-07-18 11:00:00,258417.92,24.30137,3.0,2.5959969
2022-07-18 12:00:00,258513.96,24.95137,2.0,1.1384199
2022-07-18 13:00:00,258602.76,25.63137,0.0,1.08
2022-07-18 14:00:00,258679.76,26.37137,0.0,6.9899354
2022-07-18 15:00:00,258739.84,26.81137,0.0,5.4477882
2022-07-18 16:00:00,258779.32,27.081371,0.0,5.154415
2022-07-18 17:00:00,258795.48,27.13137,2.7,5.5887027
2022-07-18 18:00:00,258801.28,26.93137,30.000002,5.04
2022-07-18 19:00:00,258802.08,26.491371,87.0,4.0249224
2022-07-18 20:00:00,258802.08,25.831371,1.0,2.4149535
